atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Determinazione_706__4965_DeterminadiLiquidazione_Copia_706_2025,Determinazione,Contabilità,Liquidazione,Determina a contrarre per l'affidamento diretto del servizio di postalizzazione e consegna all'indirizzo di residenza comunicazioni censimento ISTAT 2025. LIQUIDAZIONE FATTURA FATTPA 9_25,98.0,04/12/2025,406.0,2029.7,B93991C3DE,,RDS DI PICCIOCCHI GIANCARLO,True,False,
Determinazione_706__4965_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,406.0,406.0,B93991C3DE,,RDS DI PICCIOCCHI GIANCARLO,True,False,
Determinazione_707__4959_DeterminadiLiquidazione_Copia_707_2025,Determinazione,Contenzioso,Liquidazione,LIQUIDAZIONE ACCONTO SPETTANZE PROFESSIONALE PER INCARICO LEGALE PER IL GIUDIZIO DI APPELLO INNANZI LA CORTE DI APPELLO DI NAPOLI PROPOSTO DALLA SOCIETA’ EAV S.R.L. IN FAVORE DELL’AVV. EMANUELE LITTO. PROVVEDIMENTI.,65.0,09/12/2025,6000.0,6000.0,B9228BE764,,LITTO EMANUELE,True,False,
Determinazione_707__4959_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,6000.0,6000.0,,,LITTO EMANUELE,True,False,
Determinazione_708__4967_DeterminadiLiquidazione_Copia_708_2025,Determinazione,Contabilità,Liquidazione,Piano Nazionale Di Ripresa E Resilienza - Missione 1 - Componente 1 - “Misura 1.4.5 'Piattaforma Notifiche Digitali” Comuni (Settembre 2022)” - Pnrr M1c1 Investimento 1.4 “Servizi E Cittadinanza Digitale” Finanziato Dall’unione Europea - Nextgenerationeu. –,450.0,05/12/2025,26352.0,154298.0,9849923D96,J21F22003580006,Deda Next s.r.l.,True,False,
Determinazione_708__4967_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26352.0,26352.0,9849923D96,,Deda Next s.r.l.,True,False,
Determinazione_709__4966_DeterminadiLiquidazione_Copia_709_2025,Determinazione,Contabilità,Liquidazione,DETERMINA A CONTRARRE PER L’AFFIDAMENTO DIRETTO DEL SERVIZIO DI INTERPRETARIATO E TRADUZIONE LINGUA DEI SEGNI ITALIANA IN FAVORE DI ALUNNA A.S. 2025/2026. LIQUIDAZIONE MESI DI OTTOBRE E NOVEMBRE 2025.,99.0,04/12/2025,3375.0,9450.06,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_709__4966_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3375.0,3375.0,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_711__4973_DeterminadiLiquidazione_Copia_711_2025,Determinazione,Contenzioso,Liquidazione,LIQUIDAZIONE SALDO SPETTANZE PROFESSIONALE PER GIUDIZIO IL TRIBUNALE DI AVELLINO PER RICORSO PER DENUNCIA DI DANNO TEMUTO IN FAVORE DELL’AVV. EMANUELE LITTO. PROVVEDIMENTI.,454.0,10/12/2025,1301.92,1301.92,B0EE7BB8C8,,LITTO EMANUELE,True,False,
Determinazione_711__4973_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1301.92,1301.92,,,LITTO EMANUELE,True,False,
Determinazione_712__4974_DeterminaGenerica_Copia_712_2025,Determinazione,Urbanistica,Liquidazione,Rateizzazione oneri concessori relativi alla di permesso di costruire per Permesso di costruire per Realizzazione Di Un Opificio Industriale Ricadente Sul Fondo Sito In Località Santa Ed Individuato Catastalmente Al Foglio 21 P.lla 121,452.0,09/12/2025,15671.11,47013.31,,,,True,False,
Determinazione_712__4974_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_713__4975_DeterminadiLiquidazione_Copia_713_2025,Determinazione,Contenzioso,Liquidazione,"RICORSO AMMINISTRATIVO INNANZI IL T.A.R. CAMPANIA, SEZIONE DI SALERNO, PROMOSSO DALLE GERMANE SIGG.RE M.A.M. E F.M. CONTRO IL COMUNE DI AVELLA.",451.0,09/12/2025,2500.0,12500.0,,,VISONE LODOVICO,True,False,
Determinazione_713__4975_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,2500.0,2500.0,,,VISONE LODOVICO,True,False,
Determinazione_719__4982_DeterminadiLiquidazione_Copia_719_2025,Determinazione,Contabilità,Liquidazione,"AFFIDAMENTO DIRETTO A SEGUITO DI T.D. ID5636164 DEL SERVIZIO DI TRASPORTO DEGLI STUDENTI DELLA SCUOLA DELL'INFANZIA, PRIMARIA E SECONDARIA DI PRIMO GRADO AI SENSI DELLART. 50, COMMA 1, LETT. B) E DELLART. 128 D. LGS. 36/2023 PER",104.0,15/12/2025,11157.96,38864.92,B861BD03AE,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_719__4982_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,9000.0,16337.0,B861BD03AE,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_721__4985_DeterminadiImpegno_Copia_721_2025,Determinazione,Contabilità,Liquidazione,"Lavori di manutenzione, prima accensione caldaie plessi scolastici.",457.0,11/12/2025,5000.0,13000.0,B92AD4A8F6,,SANSEVERINO FRANCESCO,True,False,
Determinazione_721__4985_VistoContabile,VistoContabile,Contabilità,,,,,4000.0,4000.0,B92AD4A8F6,,SANSEVERINO FRANCESCO,True,False,
Determinazione_722__4986_DeterminadiImpegno_Copia_722_2025,Determinazione,Contabilità,Liquidazione,"Impegno di spesa per fornitura materiali di cancelleria, stampati e materiale vario di piccolo consumo per gli uffici comunali.",458.0,11/12/2025,40000.0,18040.0,B98F0919F0,,GIRO ANNARITA,True,False,
Determinazione_722__4986_VistoContabile,VistoContabile,Contabilità,,,,,2500.0,2500.0,B98F0919F0,,GIRO ANNARITA,True,False,
Determinazione_723__4983_DeterminadiLiquidazione_Copia_723_2025,Determinazione,Contabilità,Liquidazione,FORNITURA GRATUITA DEI LIBRI DI TESTO AGLI ALUNNI DELLE SCUOLE PRIMARIE DEL COMUNE DI AVELLA MEDIANTE SISTEMA DELLE CEDOLE LIBRARIE A.S. 2025/2026. LIQUIDAZIONE FATTURA CARTOLIBERIA PELUSO DI MARRONE OLIMPIA.,103.0,11/12/2025,13700.0,17751.2,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_723__4983_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,13700.0,13700.0,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_724__4987_DeterminadiImpegno_Copia_724_2025,Determinazione,Regolamenti,Liquidazione,Servizio di noleggio ed installazione delle luminarie periodo natalizio 2025- 2026 -,461.0,16/12/2025,3000.0,15003.0,,,LUMINART snc,True,False,
Determinazione_724__4987_VistoContabile,VistoContabile,Contabilità,,,,,1830.0,3000.0,,,LUMINART snc,True,False,
Determinazione_726__4989_DeterminadiImpegno_Copia_726_2025,Determinazione,Ambiente,,Interventi di impermeabilizzazione delle coperture e dei terrazzi piani e obliqui degli edifici scolastici in via De Sanctis ed altri interventi di carattere urgente sul territorio -,462.0,16/12/2025,5555.0,47504.24,B97F354F59,,SPERANDEO PAOLO,True,False,
Determinazione_726__4989_VistoContabile,VistoContabile,Contabilità,,,,,5555.0,5555.0,B97F354F59,,SPERANDEO PAOLO,True,False,
Determinazione_727__4988_DeterminadiImpegno_Copia_727_2025,Determinazione,Regolamenti,Liquidazione,Lavori di riparazione e sostituzione di alcuni tratti della rete idrica e fognaria sul territorio comunale -,456.0,11/12/2025,15917.0,133130.0,B97B48C055,,SANSEVERINO FRANCESCO,True,False,
Determinazione_727__4988_VistoContabile,VistoContabile,Contabilità,,,,,15917.0,15917.0,B97B48C055,,SANSEVERINO FRANCESCO,True,False,
Determinazione_728__4990_DeterminadiImpegno_Copia_728_2025,Determinazione,Contabilità,,Determina di affidamento per “fornitura materiali e manutenzione servizi igienici nei plessi scolastici - Istituto Comprensivo Mons. P. Guerriero”.,460.0,15/12/2025,5002.0,45508.0,B9A1E9CAE5,,PM IMPIANTI DI PECCHIA GENNARO,True,False,
Determinazione_728__4990_VistoContabile,VistoContabile,Contabilità,,,,,5002.0,5002.0,B9A1E9CAE5,,PM IMPIANTI DI PECCHIA GENNARO,True,False,
Determinazione_72__5164_DeterminaGenerica_Copia_72_2026,Determinazione,Servizi Demografici,,"INDIVIDUAZIONE ED ATTRIBUZIONE SPECIFICHE RESPONSABILITÀ – SERVIZI DEMOGRAFICI E STATISTICI, SERVIZI SOCIO ASSISTENZIALI, SERVIZI ALLA PERSONA, SERVIZI SCOLASTICI. ANNO 2026",12.0,29/01/2026,,0.0,,,,True,True,
Determinazione_732__5000_DeterminadiImpegno_Copia_732_2025,Determinazione,Ambiente,Liquidazione,Servizi professionali per il Collaudo tecnico e Amministrativo nell’ambito del progetto per la Realizzazione di un nuovo edificio adibito ad Asilo Nido sito in via De Sanctis – DETERMIDA DI AFFIDAMENTO,463.0,17/12/2025,734955734.85,737538754.85,B97F3B5F65,J25E24000050006,curci vincenzo,True,False,
Determinazione_732__5000_VistoContabile,VistoContabile,Contabilità,,,,,4880.0,4880.0,B97F3B5F65,J25E24000050006,curci vincenzo,True,False,
Determinazione_734__5001_DeterminadiImpegno_Copia_734_2025,Determinazione,Affari Generali,,Fornitura di dispositivi di climatizzazione pompa di calore e materiale per l’installazione.,467.0,18/12/2025,4514.0,24314.0,B9AEAD1F3C,,BRANDOLINO COMMERCIALE S,True,False,
Determinazione_734__5001_VistoContabile,VistoContabile,Contabilità,,,,,4514.0,4514.0,B9AEAD1F3C,,BRANDOLINO COMMERCIALE S,True,False,
Determinazione_737__5009_DeterminadiImpegno_Copia_737_2025,Determinazione,Contabilità,Liquidazione,"AFFIDAMENTO DEL SERVIZIO DI RISTORAZIONE SCOLASTICA AI SENSI DELL’ART. 50, COMMA 1, LETT. B) D. LGS. 36/2023 PER UNA DURATA PARI A 5 MESI, PROROGABILI PER UN MASSIMO DI TRE MESI ULTERIORI - CIG B9B46F58AD",107.0,19/12/2025,75000.0,147151.5,B9B46F58AD,,Caribu Catering S.R.L.,True,False,
Determinazione_737__5009_VistoContabile,VistoContabile,Contabilità,,,,,50000.0,75000.0,,,Caribu Catering S.R.L.,True,False,
Determinazione_738__5011_DeterminadiImpegno_Copia_738_2025,Determinazione,Ambiente,Liquidazione,Servizi professionali per il Collaudo tecnico e Amministrativo nell'ambito del progetto “Progetto per la Realizzazione di una Nuova Mensa Scolastica nel plesso Scuole Medie” – DETERMIDA DI AFFIDAMENTO,464.0,17/12/2025,515481082.75,518778192.75,B97F27FF93,J25E24000230006,GRIMALDI STEFANO,True,False,
Determinazione_738__5011_VistoContabile,VistoContabile,Contabilità,,,,,3950.0,3950.0,B97F27FF93,,GRIMALDI STEFANO,True,False,
Determinazione_739__4979_DeterminaaContrarre_Copia_716_2025,Determinazione,Lavori Pubblici,Liquidazione,"STAZIONE UNICA APPALTANTE DELLA PROVINCIA DI AVELLINO PER I LAVORI, I SERVIZI E LE FORNITURE “COMPLETAMENTO EX CASA COMUNALE” - PR CAMPANIA FESR 2021-2027 - ASSE 2 - OBIETTIVO SPECIFICO 2.1 AZIONE 2.1.2_ DGR N. 739 DEL 21/12/2024 Indirizzi per l’avvio della procedura di scelta del contraente – Decisione a contrarre CUP J24J25000320002",453.0,09/12/2025,920939.4,5471390.7,,J24J25000320002,oneri per versamento ANAC,True,False,
Determinazione_739__4979_VistoContabile,VistoContabile,Contabilità,,,,,3500.0,7285.0,,,oneri per versamento ANAC,True,False,
Determinazione_739__5012_DeterminadiLiquidazione_Copia_739_2025,Determinazione,Contabilità,Liquidazione,"Servizio di fornitura carburante da autotrazione (gasolio, benzina, GPL e Metano) -",470.0,19/12/2025,5000.0,24998.24,B8E733A6BB,,DIVERSI,True,False,
Determinazione_739__5012_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5000.0,5000.0,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_739__5074_DeterminadiLiquidazione_Copia_11_2026,Determinazione,Lavori Pubblici,Liquidazione,Incarico specialistico di supporto al RUP nell’ambito del PR CAMPANIA FESR 2021-2027 - ASSE 2 - OBIETTIVO SPECIFICO 2.1 AZIONE 2.1.2_ DGR n. 739 del 21/12/2024 - Intervento denominato “Completamento ex casa Comunale”-,5.0,08/01/2026,920939.4,2787795.0,B874BE31C2,J24J25000320002,ADMAXIMA S.R.L.,True,False,
Determinazione_739__5074_VistoContabile,VistoContabile,Contabilità,Liquidazione,,739.0,21/12/2024,920939.4,924587.2,B874BE31C2,J24125000320002,ADMAXIMA S.R.L.,True,False,
Determinazione_739__5270_DeterminadiImpegno_Copia_124_2026,Determinazione,Lavori Pubblici,Concorso,PR CAMPANIA FESR 2021-2027 - ASSE 2 - OBIETTIVO SPECIFICO 2.1 AZIONE 2.1.2_ DGR n. 739 del 21/12/2024-Intervento denominato “Completamento ex casa Comunale”-Rimodulazione quadro economico- CUP J24J25000320002 -,82.0,19/02/2026,920939.4,2781818.2,,J24J25000320002,DIVERSI,True,False,
Determinazione_739__5270_VistoContabile,VistoContabile,Contabilità,,,,,920939.4,930389.4,,J24125000320002,DIVERSI,True,False,
Determinazione_73__5166_DeterminaGenerica_Copia_73_2026,Determinazione,Ambiente,Liquidazione,Avvio della procedura di scelta del contraente per il Servizio di gestione integrata dei rifiuti solidi urbani a ridotto impatto ambientale sul territorio del Comune di Avella (AV) .,59.0,30/01/2026,3368250.0,10016090.4,,,,True,False,
Determinazione_740__5008_DeterminadiImpegno_Copia_740_2025,Determinazione,Servizi Sociali,,ATTIVAZIONE SERVIZIO DI ASSISTENZA SPECIALISTICA PER L'AUTONOMIA E/O LA COMUNICAZIONE IN FAVORE DEGLI STUDENTI CON DISABILITA. INFANZIA PRIMARIA SECONDARIA I GRADO ART. 139 D.LGS 112/1998. A.S. 2025/2026 PROVVEDIMENTI. Trattativa MEPA numero RDO: 5909069.,106.0,19/12/2025,23818.9,88737.8,B9B46B2165,,Societa' Cooperativa Sociale Atena,True,False,
Determinazione_740__5008_VistoContabile,VistoContabile,Contabilità,,,,,16602.65,20443.9,B9B46B2165,,Societa' Cooperativa Sociale Atena,True,False,
Determinazione_74152020__5629_DeterminaGenerica_Copia_340_2026,Determinazione,Contenzioso,Liquidazione,GIUDIZIO R.G. N. 7415/2020 INNANZI IL TRIBUNALE CIVILE DI NOLA. SOSTITUZIONE DIFENSORE COSTITUITO DEL COMUNE DI AVELLA. PROVVEDIMENTI.,29.0,13/05/2026,,0.0,ZF7310E349,,,True,True,
Determinazione_74152020__5629_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_743__5015_DeterminaaContrarre_Copia_743_2025,Determinazione,Cultura e Turismo,Bando,"“Festival Armonia di Suoni e Sapori - 2025” - Finanziato con fondi della Regione Campania, Bilancio di Previsione finanziario per il triennio 2025/2027 Missione 5, Programma 02, Titolo 1 - Servizio di organizzazione e gestione integrata per le prestazioni artistiche degli eventi natalizi",479.0,22/12/2025,845000.0,1400005.08,,J69I25000220002,DIVERSI,True,False,
Determinazione_743__5015_VistoContabile,VistoContabile,Contabilità,,,,,32658.0,32658.0,,J69I25000220002,DIVERSI,True,False,
Determinazione_744__5016_DeterminadiLiquidazione_Copia_744_2025,Determinazione,Contabilità,Liquidazione,"incarico professionale di consulenza legale, per danni ricevuti ai nostri beni a supporto dei servizi –",471.0,19/12/2025,3500.0,17500.0,Z273B73EC0,,ANNUNZIATA FIORAVANTE,True,False,
Determinazione_744__5016_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3500.0,3500.0,,,ANNUNZIATA FIORAVANTE,True,False,
Determinazione_745__5017_DeterminadiLiquidazione_Copia_745_2025,Determinazione,Contabilità,Liquidazione,Messa in sicurezza area Comune di Avella – Località San Nazzaro – Lavori di rimozione materiali pericolosi.,469.0,19/12/2025,3740.0,18020.0,B7B0A0810E,,ECOSISTEM S.R.L.,True,False,
Determinazione_745__5017_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3740.0,3740.0,B7B0A0810E,,ECOSISTEM S.R.L.,True,False,
Determinazione_746__5018_DeterminadiLiquidazione_Copia_746_2025,Determinazione,Contabilità,Liquidazione,Interventi di impermeabilizzazione delle coperture e dei terrazzi piani e obliqui degli edifici scolastici in via De Sanctis ed altri interventi di carattere urgente sul territorio -,472.0,19/12/2025,5555.0,49507.12,B97F354F59,,SPERANDEO PAOLO,True,False,
Determinazione_746__5018_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5555.0,5555.0,B97F354F59,,SPERANDEO PAOLO,True,False,
Determinazione_747__5019_DeterminadiLiquidazione_Copia_747_2025,Determinazione,Regolamenti,Liquidazione,Lavori di riparazione e sostituzione di alcuni tratti della rete idrica e fognaria sul territorio comunale -,476.0,22/12/2025,15917.0,138918.0,B97B48C055,,SANSEVERINO FRANCESCO,True,False,
Determinazione_747__5019_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,15917.0,15917.0,B97B48C055,,SANSEVERINO FRANCESCO,True,False,
Determinazione_748__5020_DeterminadiLiquidazione_Copia_748_2025,Determinazione,Contabilità,Liquidazione,"Lavori di manutenzione, prima accensione caldaie plessi scolastici.",477.0,22/12/2025,25000.0,53000.0,B92AD4A8F6,,SANSEVERINO FRANCESCO,True,False,
Determinazione_748__5020_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,25000.0,29000.0,B92AD4A8F6,,SANSEVERINO FRANCESCO,True,False,
Determinazione_751__5023_DeterminadiLiquidazione_Copia_751_2025,Determinazione,Contabilità,Liquidazione,"Attribuzione ai comuni dei contributi aggiuntivi, per investimenti destinati ad opere pubbliche in materia di efficientamento energetico e sviluppo territoriale sostenibile - “Interramento, estendimento ed efficientamento della rete di pubblica illuminazione” -",481.0,23/12/2025,70000.0,380458.62,B506FC2CCD,J22C23000000006,G.I.P.A. SRL,True,False,
Determinazione_751__5023_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,70000.0,79956.1,B506FC2CCD,J22C23000000006,G.I.P.A. SRL,True,False,
Determinazione_755__5038_DeterminadiLiquidazione_Copia_755_2025,Determinazione,Contabilità,Liquidazione,"Attribuzione ai comuni dei contributi aggiuntivi, per investimenti destinati ad opere pubbliche in materia di efficientamento energetico e sviluppo territoriale sostenibile - “Efficientamento energetico della casa comunale mediante impianto fotovoltaico” -",482.0,23/12/2025,70000.0,659879.19,B4AD63E356,J22C23000000006,Idroelettrica sas di Stefano Perna,True,False,
Determinazione_755__5038_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,70000.0,157681.57,B4AD63E356,J22C23000000006,Idroelettrica sas di Stefano Perna,True,False,
Determinazione_756__5039_DeterminadiLiquidazione_Copia_756_2025,Determinazione,Contabilità,Liquidazione,Liquidazione per la fornitura di dispositivi di climatizzazione pompa di calore e materiale per l’installazione.,483.0,23/12/2025,4514.0,34114.0,B9AEAD1F3C,,BRANDOLINO COMMERCIALE S,True,False,
Determinazione_756__5039_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,4514.0,4514.0,B9AEAD1F3C,,BRANDOLINO COMMERCIALE S,True,False,
Determinazione_757__5040_DeterminadiLiquidazione_Copia_757_2025,Determinazione,Contabilità,Liquidazione,ELEZIONE DIRETTA DEL PRESIDENTE DELLA GIUNTA E RINNOVO DEL CONSIGLIO REGIONALE DELLA CAMPANIA – DOMENICA 23 E LUNEDI 24 NOVEMBRE 2025. AUTORIZZAZIONE ALLO SVOLGIMENTO DI LAVORO STRAORDINARIO AL PERSONALE DIPENDENTE. LIQUIDAZIONE.,109.0,29/12/2025,14398.0,26980.8,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_757__5040_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,14398.0,14398.0,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_75__5174_DeterminadiLiquidazione_Copia_75_2026,Determinazione,Cultura e Turismo,Liquidazione,"“Festival Armonia di Suoni e Sapori - 2025” - Finanziato con fondi della Regione Campania, Bilancio di Previsione finanziario per il triennio 2025/2027 Missione 5, Programma 02, Titolo 1 - Servizio di organizzazione e gestione integrata degli eventi per le prestazioni artistiche -",49.0,29/01/2026,845000.0,1404000.0,B78C9558CA,,CMN PRODUZIONI S.R.L.,True,False,
Determinazione_75__5174_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,16500.0,16500.0,B78C9558CA,,CMN PRODUZIONI S.R.L.,True,False,
Determinazione_766__5048_DeterminadiImpegno_Copia_766_2025,Determinazione,Cultura e Turismo,Bando,"“Festival Armonia di Suoni e Sapori - 2025” - Finanziato con fondi della Regione Campania, Bilancio di Previsione finanziario per il triennio 2025/2027 Missione 5, Programma 02, Titolo 1 - Servizio di organizzazione e gestione integrata per le prestazioni artistiche degli eventi natalizi",487.0,29/12/2025,845000.0,1548450.54,B9D0CAE52B,J69I25000220002,Full Heads srls,True,False,
Determinazione_766__5048_VistoContabile,VistoContabile,Contabilità,,,,,32658.0,32658.0,B9D0CAE52B,J69I25000220002,Full Heads srls,True,False,
Determinazione_767__5049_DeterminadiLiquidazione_Copia_767_2025,Determinazione,Contabilità,Liquidazione,Determinazioni a contrarre per l’affidamento della fornitura di panettoni e tavolette di cioccolato per gli alunni delle scuole presenti sul territorio comunale. Liquidazione fattura ditta Sweet Fantasy S.r.l.,112.0,29/12/2025,2720.85,8162.549999999999,B956A25635,,SWEET FANTASY SRL,True,False,
Determinazione_767__5049_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,2720.85,2720.85,B956A25635,,SWEET FANTASY SRL,True,False,
Determinazione_76__5175_DeterminadiLiquidazione_Copia_76_2026,Determinazione,Cultura e Turismo,Liquidazione,"“Festival Armonia di Suoni e Sapori - 2025” - Finanziato con fondi della Regione Campania, Bilancio di Previsione finanziario per il triennio 2025/2027 Missione 5, Programma 02, Titolo 1 - Servizio professionale per la redazione dei piani di sicurezza e dei piani di gestione per gli eventi del cartellone -",50.0,29/01/2026,845000.0,1332000.02,B759B41C5D,,PESCIONE PASQUALE,True,False,
